nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso
ANTONIA R.,feminino,ex3rnc3b1wrbtvohz80vnmfftpztlr,6615969987,,55105.0,570.9,80,nordeste,divorciado(a),fundamental,1,boleto,0
ROSANGELA X.,feminino,vjk7b5sowfb37do9qd8r2h34sdepmm,1686465312,43.0,61299.0,537.5,43,sudeste,casado(a),fundamental,2,cartão de crédito,0
TEREZA G.,feminino,nd1rnuva6otd931qnul1ciprhasenw,,40.0,64699.0,715.0,23,nordeste,casado(a),graduado,1,boleto,0
ERICA I.,feminino,8g6u3eu7jznp82gpholhmp1m0zld1m,3963371276,25.0,57711.0,608.2,57,nordeste,solteiro(a),graduado,1,transferência,6
ELIAS X.,feminino,oedsdsj8cx973hf12vqidora935jna,,,75003.0,867.8,51,sudeste,solteiro(a),fundamental,2,pix,3
JOSE K.,feminino,tb62af08zk50mkc1tfmjtdzq4tukl1,,35.0,38437.0,308.4,43,sudeste,divorciado(a),,0,cartão de débito,15
ELIANE B.,feminino,d59v5btgu5l6obkcaaxmp0xof00dz0,,39.0,42609.0,512.2,28,sul,casado(a),outros,1,boleto,2
APARECIDA D.,feminino,etwqo7guruka5abvohxw67vszqc6a3,9248055184,26.0,41301.0,552.5,18,sudeste,divorciado(a),fundamental,1,cartão de crédito,8
ANTONIA L.,feminino,1r74gudzlq01ef1f9k56s3tljhf8on,7811013289,42.0,61534.0,604.2,34,sudeste,casado(a),pós-graduado,6,cartão de crédito,0
ELIANE I.,feminino,0egz2t50mu64u0zopr5ofi7k7mbnov,,29.0,46718.0,435.5,13,sudeste,casado(a),fundamental,2,cartão de débito,14
ADRIANA U.,feminino,hkrqggdg016neuj3tf1p0z6t308c7v,8678226398,29.0,29052.0,309.9,29,sudeste,separado(a),pós-graduado,2,cartão de débito,0
SUELI I.,feminino,is32rdcrk4r2d9uf1a6bpl4nmhpflx,5082548752,35.0,76044.0,459.8,50,sul,solteiro(a),fundamental,2,cartão de crédito,7
MARIA Z.,feminino,x14jz3ps028nbp4ahteihj25sm30b7,9174488855,26.0,46085.0,539.6,11,sudeste,casado(a),fundamental,1,transferência,15
ROSANGELA D.,feminino,d4ssvl5dipczgels3w9u19cf75o9mx,,37.0,47568.0,341.1,47,sudeste,divorciado(a),médio,1,transferência,0
ERICA Q.,feminino,krqn9i569mn2fvnurtzhutot8akqwr,,29.0,25409.0,647.7,14,nordeste,separado(a),,1,cartão de crédito,9
MARCIA C.,feminino,g6wr40fexsm6e2cjuj3zdcar8snfk9,,32.0,35032.0,600.4,67,nordeste,divorciado(a),médio,3,cartão de crédito,0
VANESSA N.,feminino,xh9tab1175nsk4pjnicx1pd879ubs5,,38.0,34354.0,562.5,69,sudeste,divorciado(a),fundamental,0,pix,0
LUCIANA H.,feminino,2a0zk5pg26nn3okv17i5rfnperh0qr,,55.0,34797.0,475.9,52,nordeste,solteiro(a),,1,cartão de débito,0
ANTONIA A.,feminino,dbramqoor4gc3v9jk10g1zb2qunhl1,9908614636,27.0,47629.0,465.4,18,centro-oeste,separado(a),graduado,1,cartão de crédito,7
VITORIA O.,feminino,radhdli1d3hveuwnlw1wevbpn93h5m,5259772403,55.0,31147.0,846.6,50,nordeste,casado(a),médio,1,cartão de débito,0
SIMONE F.,feminino,u7rc5kjtfskz5whkj0boiv3zrj08fm,,42.0,70171.0,664.0,54,sudeste,solteiro(a),graduado,1,cartão de crédito,14
DEBORA F.,feminino,kvwlrdcxobb9re02px0azin4fmje78,1401929985,35.0,54323.0,536.2,24,sudeste,casado(a),pós-graduado,1,cartão de crédito,0
LUIZA I.,feminino,0jlfsi0x43xpoi69e1krdqidvq9pi1,,22.0,40629.0,502.0,32,nordeste,solteiro(a),graduado,1,cartão de crédito,8
DANIELA X.,feminino,iictgvv8hrvuo5rgjos4b7rkozsiql,2870260442,43.0,75177.0,464.4,23,sudeste,solteiro(a),médio,2,cartão de crédito,5
SIMONE X.,feminino,co4smf2ewa2l9rm0lrio8qnkzsrotl,8036558955,33.0,57506.0,641.9,23,sudeste,casado(a),médio,0,cartão de crédito,9
SIMONE T.,feminino,csb479qs5s2koefc8sksv8ckm2asq8,2895234804,32.0,31431.0,677.7,21,sudeste,separado(a),fundamental,3,transferência,6
JOSE V.,feminino,ix22nss8us5o5dur7lbfmfpk2jaxrr,,,73353.0,477.9,35,centro-oeste,casado(a),graduado,0,cartão de crédito,9
LETICIA W.,feminino,uxdhxf84h4s0weou5mgz9s4ove9znq,,28.0,92256.0,641.8,27,sudeste,solteiro(a),outros,2,pix,9
MARIANA B.,feminino,dok8jevm7gbvcejbkgx8ha6lm1ou2n,,29.0,49129.0,662.8,14,nordeste,separado(a),médio,1,cartão de crédito,3
GABRIEL F.,feminino,hvawl7p7e4m9aza5fbql96o459bbm0,2582791525,,45950.0,345.8,72,sudeste,separado(a),fundamental,1,cartão de crédito,4
SIMONE F.,feminino,qm707mjl31ic2bkth5h7qc8da56n4g,,30.0,27864.0,283.7,18,nordeste,solteiro(a),,2,pix,3
LARISSA J.,feminino,af7vz3sb4sg74i6aelxr2tqkrmma3s,,48.0,48994.0,438.7,17,sudeste,casado(a),médio,0,boleto,0
CAMILA M.,feminino,39970358mmfws6fh835osszi2nsfdz,8021569460,29.0,47337.0,347.4,22,sudeste,casado(a),fundamental,0,cartão de crédito,6
ANA O.,feminino,814zdhukwpsfm5i896rku8jno0naxa,5418028612,62.0,76558.0,769.7,100,sul,solteiro(a),fundamental,0,boleto,0
VITORIA Z.,feminino,g0w9uk2qs5kxprdtofxg6ipoi4us9l,,23.0,90177.0,205.2,32,sul,solteiro(a),,2,cartão de crédito,6
MARCIA H.,feminino,eaeow5jpz84m17k74koq63gluqzlsq,,48.0,53460.0,,79,sudeste,casado(a),fundamental,4,boleto,11
JAQUELINE T.,feminino,pwuo4kur6f5k9kgt2mp45690gidnbm,,50.0,73599.0,507.1,30,nordeste,solteiro(a),outros,2,pix,3
APARECIDA H.,feminino,u56vv80fahgsghn1r2ag9mutoqb89o,,,52593.0,559.5,44,sudeste,casado(a),,2,cartão de débito,11
RENATA Z.,feminino,vqpek9druv6gcne7rapott73mv2eiv,6567424552,40.0,37872.0,466.5,26,sudeste,casado(a),,0,cartão de débito,0
LUIZ P.,feminino,q2gmi4vvqb6aw8f0b98kgc3nj70c2c,1596687692,55.0,89939.0,612.3,26,nordeste,casado(a),outros,0,cartão de crédito,0
BEATRIZ W.,feminino,j5jd5hfvrzpmc31k4d6utmcvlke0vi,,39.0,77810.0,553.1,50,nordeste,casado(a),fundamental,1,transferência,2
JULIA D.,feminino,n7gops20hi1o9375pj4xtttt80boqe,,43.0,50912.0,412.7,37,sudeste,solteiro(a),pós-graduado,1,boleto,14
LETICIA S.,feminino,j3920t625qbjqjrbhkx3k70304r44p,2159702383,36.0,47703.0,460.3,58,nordeste,solteiro(a),graduado,1,pix,8
MARIANA V.,feminino,5vgx8wd8p0glzovp31f7mbbd0elibh,1402363758,23.0,38079.0,442.9,37,norte,divorciado(a),outros,1,cartão de crédito,9
LARISSA C.,feminino,3npanh1j0pnt38afidapni7kejir27,,42.0,94546.0,732.5,24,sudeste,casado(a),,4,pix,11
VANESSA E.,feminino,ec3m5qqbg237lttj2q8il3z9v9gbiw,,,98408.0,612.7,43,sudeste,divorciado(a),,1,cartão de crédito,0
VITORIA K.,feminino,pzkf9sg4mp2orn2pkzm6gv4h63kfbi,5855513652,50.0,35437.0,686.8,20,nordeste,casado(a),graduado,3,boleto,3
ERICA V.,feminino,3b3ojz9w61o8v5nfftz9n1w39qdpab,3407943631,41.0,40550.0,371.0,19,sul,casado(a),fundamental,1,cartão de crédito,12
RENATA H.,feminino,0im9wi4nzvq27eg1nvx78h1oo8g09a,5102901057,49.0,58447.0,592.2,38,centro-oeste,divorciado(a),,0,boleto,15
MARLENE X.,feminino,z2o0w63d5t2sfi2kvu3ajaqcl63mkf,,42.0,36935.0,519.6,53,sudeste,divorciado(a),pós-graduado,2,cartão de débito,7
TEREZA D.,feminino,x1vzhq2lvtfoxanomp1qqt82pvwpp0,,34.0,41073.0,547.1,15,sudeste,solteiro(a),médio,1,cartão de débito,4
PATRICIA T.,feminino,v2zv9wa50m1cewa8k425l5bdujka2k,8717310418,33.0,39621.0,525.0,73,sudeste,separado(a),fundamental,0,cartão de débito,13
DEBORA X.,feminino,vf70w1c4lepm0suvzdsebw6cx9fpc9,7611017908,36.0,48771.0,646.7,29,centro-oeste,casado(a),graduado,1,boleto,0
DANIELA O.,feminino,8a31wn9mvkb8vnzx7eobabj5w25vt3,,24.0,64596.0,498.4,22,nordeste,solteiro(a),fundamental,1,cartão de crédito,0
JULIANA S.,feminino,3lscaa7uvv4uewlsmf6vkakwkckkvz,,33.0,72303.0,671.0,40,sul,separado(a),médio,0,cartão de débito,0
VITORIA L.,feminino,8wn8mqdreszwqu0uo7f3ofvqbrqio9,5884108135,32.0,70579.0,394.5,46,sul,solteiro(a),fundamental,0,pix,12
MARIA X.,feminino,qpdr5dzmopt22qbx1kt88g10w8dkht,2914674913,25.0,47333.0,279.6,11,sudeste,casado(a),fundamental,0,pix,16
ELIANE L.,feminino,orfdurwmetw1wdnfpo5nmq6jtjh6g5,4007000444,58.0,65751.0,643.6,32,sudeste,casado(a),,2,cartão de crédito,0
DANIEL D.,feminino,95shhi6onat8ag98oow8sbotcz329a,,34.0,71437.0,308.5,85,centro-oeste,casado(a),fundamental,4,cartão de débito,5
TAIS I.,feminino,42nt1s230953ofwhphohd15g03e08c,5223151073,31.0,44475.0,625.4,13,sudeste,divorciado(a),fundamental,0,cartão de crédito,14
VANESSA W.,feminino,w3h5xilj8lch0qda12ltnqao94a1i9,,41.0,37575.0,371.0,22,centro-oeste,separado(a),,1,cartão de débito,0
ROSA L.,feminino,v5gssm2gren07mrbj7trt4h23gkqh6,9348039716,32.0,56276.0,394.9,31,sul,casado(a),fundamental,2,pix,0
BRUNA U.,feminino,zf04jk8s3mniqjjhakd9s1ajrmvrh2,7750732853,,68890.0,453.6,73,nordeste,solteiro(a),graduado,1,pix,6
TEREZINHA U.,feminino,4ho1pumpuwo6gge1o9m5nzn4n8pbbe,,28.0,35145.0,338.8,27,sul,separado(a),fundamental,1,pix,4
ISABEL H.,feminino,nlb0r85xetaujhhm99sp8rd90av6hw,,43.0,38694.0,643.6,27,sudeste,solteiro(a),fundamental,0,cartão de débito,20
ALESSANDRA M.,feminino,9k391crlh5gqm0x0u9bqeq8w1hi6f9,3762263993,51.0,87841.0,605.9,31,sudeste,casado(a),,1,cartão de débito,0
RENATA H.,feminino,5m1crje85u8auuvuhb7dn88es1vma8,8177279306,,33922.0,319.5,16,sudeste,casado(a),fundamental,1,transferência,1
LETICIA Q.,feminino,bob8jpvrv0ot74clt1rrt450qhqu9a,4841883457,,72921.0,179.0,37,sul,solteiro(a),fundamental,0,cartão de débito,5
JOSEFA R.,feminino,hvjenb3tt6q1l7pkb8w3appgx4x6xn,2226241808,37.0,40116.0,404.6,13,sudeste,casado(a),outros,1,pix,9
ISABEL N.,feminino,xgcvdsnuk7l3suhn7rhgrk6puj2p5f,6739617181,,52116.0,342.6,46,sudeste,casado(a),médio,1,cartão de crédito,8
LUIZ S.,feminino,oqjhn4h43s73c0ikgdeda1p1az8avw,2741537685,39.0,51436.0,599.4,37,sudeste,casado(a),,3,cartão de crédito,17
ROSA J.,feminino,vabsraf7d4zixt8c9olmx24negjv85,,,53062.0,665.2,37,sudeste,casado(a),fundamental,0,cartão de crédito,7
MANOEL N.,feminino,13b7bha6hvufuopkm4ln1vh3uac8ha,,46.0,42643.0,538.7,26,sudeste,casado(a),outros,2,cartão de crédito,0
JOSEFA R.,feminino,ebl2j53p8phpvrr6z1enmlovmif2e8,0229307553,21.0,34421.0,420.2,30,nordeste,viúvo(a),fundamental,2,cartão de débito,6
CARLA P.,feminino,f2z5mx75nbhcjafost9m1beogap20z,1955557875,23.0,70003.0,379.1,38,sudeste,viúvo(a),fundamental,0,cartão de débito,17
CAMILA Q.,feminino,znnz4dm9u25oe06x3uobju7bv0i8wl,,30.0,51343.0,607.9,39,sudeste,solteiro(a),,1,boleto,4
ADRIANA V.,feminino,ro3xcp5lvvaukjb051i4vzqz299kl9,,28.0,49266.0,639.1,18,nordeste,solteiro(a),médio,2,cartão de crédito,17
CLAUDIA F.,feminino,39cx2n11zda4itcpopr6c2ch7f7uml,,21.0,46215.0,481.2,14,sul,casado(a),graduado,1,boleto,10
SANDRA B.,feminino,l2zmec31ki28ch7xu58hj0ix82acrj,1079766361,26.0,80004.0,400.9,20,centro-oeste,solteiro(a),,4,boleto,10
SIMONE B.,feminino,78zh0rk7s58v4por3vz5iw0v5u9q76,3621549104,33.0,54466.0,368.9,26,nordeste,solteiro(a),fundamental,1,cartão de débito,6
APARECIDA C.,feminino,vjlf4isjv9ksawsmqwzeinxsbkqnwf,9096181856,37.0,54552.0,440.9,71,centro-oeste,viúvo(a),médio,0,transferência,5
VERA S.,feminino,k4i9c8t1dxvn20e4avb57qzwhar7ek,,41.0,54766.0,600.7,44,sudeste,casado(a),outros,2,cartão de crédito,0
TEREZINHA R.,feminino,236rjj5suvdx8nxfrtudpowntwlle5,,25.0,49484.0,542.5,49,sul,solteiro(a),médio,1,cartão de crédito,0
ROSANGELA R.,feminino,ld4owmfzi7io1c1pkwm3jcea4wph82,,41.0,68998.0,751.8,25,sudeste,solteiro(a),fundamental,1,cartão de crédito,5
GABRIELA J.,feminino,k4h070xjzf8bel26t5rh93zanhevka,,31.0,47392.0,617.4,51,centro-oeste,solteiro(a),,0,cartão de crédito,10
LUCIANA X.,feminino,ghew81brqxldol6g49241m79ij31kt,6359381081,25.0,48147.0,328.1,26,sudeste,viúvo(a),médio,2,cartão de crédito,4
ELIAS H.,feminino,weskgf8amp7va1uuwmhwqlstmd0x5n,3191885959,48.0,44131.0,675.2,41,centro-oeste,casado(a),,1,cartão de débito,0
NATALIA X.,feminino,czej6b8bh2mhflqg5vo0159wq68n2v,6228773776,26.0,45056.0,416.3,15,sudeste,divorciado(a),médio,2,cartão de crédito,0
NATALIA V.,feminino,reuztiibsgqq9ijbrb6f032f36dfm2,,39.0,54419.0,557.5,61,sudeste,casado(a),,2,cartão de débito,1
TEREZINHA W.,feminino,uxa5knfmzavakisval91topcvsndve,,36.0,40321.0,399.7,37,sul,separado(a),médio,1,cartão de crédito,0
JULIANA K.,feminino,wh8q3iw5uzzu25mevxl9u92hje8hin,2468984345,45.0,73482.0,708.4,37,nordeste,casado(a),,1,cartão de crédito,6
SIMONE B.,feminino,tv3egs6a7zuafp7lf9xa5rkm859tz0,5472775065,23.0,55566.0,339.6,21,sudeste,separado(a),fundamental,1,cartão de crédito,0
SONIA L.,feminino,qjkqdn9j2q4w199mtq1904k07xedrd,0079547049,34.0,48929.0,392.2,17,sudeste,solteiro(a),outros,1,pix,5
CRISTIANE F.,feminino,uxkc2h42gr2uv4lne0efklthkvwfo6,1429130312,31.0,62238.0,391.1,130,sudeste,divorciado(a),fundamental,0,cartão de débito,5
MARIANA D.,feminino,w0kk6pqsxanr9oshzx52wmbjewdzo1,1743385188,31.0,67777.0,593.7,31,sudeste,solteiro(a),fundamental,0,cartão de crédito,0
ELIAS W.,feminino,wo5464a45phb5owk6iw2q1aox5re4f,,26.0,44357.0,630.8,35,sudeste,separado(a),,0,transferência,0
ADRIANA D.,feminino,pbzvglo3vs7rjivp2xpp115gzghpdu,1917664817,58.0,35542.0,524.8,59,sudeste,solteiro(a),fundamental,0,pix,6
LUCIANA J.,feminino,gvm1e7e24z1l3l6rivd7152reg05i6,,28.0,36048.0,414.8,15,sudeste,separado(a),médio,2,pix,9
SANDRA B.,feminino,hqq22rj8zcpqjacagi7vviqlnbwq3s,,39.0,67950.0,640.1,33,sudeste,viúvo(a),fundamental,1,cartão de débito,20
TEREZA M.,feminino,mcqigjf0j6o3n3jxg5s0um8mv5v985,4159691805,,54493.0,383.5,23,nordeste,divorciado(a),outros,0,boleto,15
ADRIANA F.,feminino,xqpt971flpts3dbxu2ep259t7xhs4w,1381136174,35.0,41460.0,487.6,55,sudeste,solteiro(a),médio,0,cartão de crédito,8
ERICA O.,feminino,x1r9l4d2alvzuzdev7xz52o67rftnz,8335685444,27.0,39317.0,454.1,36,sudeste,separado(a),outros,1,cartão de débito,0
CAMILA H.,feminino,ezvcaf8p2q60mhkp6i6fvpj6vrmg56,,30.0,58012.0,282.9,99,nordeste,solteiro(a),fundamental,1,cartão de débito,8
LUCIANA V.,feminino,ikdolg9l8fgbm0c8wf466mucgbiis2,,32.0,63817.0,532.6,22,sudeste,solteiro(a),,1,boleto,11
TEREZA A.,feminino,eup3fxhcfj2k5hhqzogaqvrrxchep9,6409124637,31.0,57535.0,507.0,32,sudeste,solteiro(a),outros,1,boleto,11
LETICIA D.,feminino,sla67mtxj8xdx4msoo03gvdlvpejtc,,34.0,52461.0,701.9,47,centro-oeste,solteiro(a),graduado,1,boleto,9
TEREZINHA X.,feminino,muugj11nz3wv0izjk185emq5ens9w3,2296437982,,48239.0,385.6,22,sudeste,casado(a),fundamental,0,cartão de débito,0
MARLENE M.,feminino,ood7i79m7wum24t02ab3seugit13pj,6785906113,47.0,74038.0,460.5,27,nordeste,casado(a),fundamental,3,cartão de crédito,9
MARIA Q.,feminino,4v0xd697zxhddltnt382acvu45gix5,3625681300,49.0,85639.0,429.0,30,centro-oeste,solteiro(a),fundamental,1,cartão de crédito,3
ERICA F.,feminino,8416rlm61lrfmhsiuh9slcc6u9f91z,3692454847,41.0,46215.0,618.6,55,sudeste,casado(a),,2,transferência,0
TEREZA V.,feminino,cuvsdesdes3e2686rg7naowplvrigz,0384968955,32.0,70480.0,496.0,33,nordeste,divorciado(a),fundamental,1,pix,0
CLAUDIA L.,feminino,i6dx6ijwvazb31jb9w8bg2lkzwazec,0345382378,34.0,58306.0,537.8,32,sul,solteiro(a),,2,cartão de débito,2
FERNANDA G.,feminino,r8blhxs2bmgbaoxbpcgs547gikjkw1,7939260940,23.0,34669.0,252.3,48,nordeste,divorciado(a),fundamental,0,cartão de crédito,1
SUELI I.,feminino,hndah3mkxkfav5o0o2hkw0vx6dbzdn,8584573409,41.0,74322.0,718.3,65,nordeste,casado(a),graduado,0,cartão de débito,0
ERICA M.,feminino,hddrdvmgxmjdhg61a73j2cnpfdczoq,1763801969,31.0,63097.0,561.6,57,sudeste,divorciado(a),médio,2,cartão de crédito,5
ADRIANA S.,feminino,w3ildqsarblciewthps4x08esqg1kw,,24.0,34294.0,300.4,22,nordeste,solteiro(a),médio,2,cartão de crédito,0
RENATA K.,feminino,gohredefqqepk3h8whr9zf3wr4dba8,,32.0,39828.0,283.6,15,sudeste,casado(a),,3,pix,9
BEATRIZ M.,feminino,2762opq4n0v4md3tuko5ubs67lkt0s,3681939192,41.0,68165.0,371.7,44,sudeste,casado(a),graduado,1,cartão de débito,0
DEBORA K.,feminino,2rox3q2dlek7ia4nrh4c6nn240s477,,43.0,97291.0,657.8,36,sudeste,casado(a),graduado,1,boleto,4
ELIAS H.,feminino,bs18puqxzajhdbde9g1vs6x1u5oe16,4081408869,32.0,39339.0,542.0,29,sudeste,separado(a),,1,cartão de débito,9
JULIANA D.,feminino,h5twmtrugvo95dnlllsfu3g3d2at4j,3043716955,35.0,61510.0,,27,sudeste,divorciado(a),médio,1,cartão de crédito,9
TEREZA A.,feminino,henxvfmj3tmg0pvldsd48g13r8i945,3839218501,29.0,53237.0,491.0,24,sul,divorciado(a),fundamental,2,cartão de débito,0
ALESSANDRA P.,feminino,3bzmds049h1c6v70szookapmufcm75,,33.0,56234.0,380.1,28,nordeste,solteiro(a),médio,0,cartão de débito,1
ISABEL M.,feminino,j8wj6cftrzjsqn7fqr8lhdesvjw25g,4233173768,35.0,32328.0,,29,norte,casado(a),fundamental,1,cartão de crédito,0
SONIA K.,feminino,85gh2c095sp60ax937vgjn8a5gvzvd,,31.0,75843.0,330.2,33,nordeste,divorciado(a),,0,cartão de débito,6
MARLENE O.,feminino,zedvp93w9mgz2vvbxm5vbkfa91et2o,,54.0,96192.0,738.8,30,sul,casado(a),graduado,0,pix,0
JOSE E.,feminino,bdsphnehdh0html5xxzee8q6xuufvc,7606440380,31.0,54382.0,290.5,69,centro-oeste,casado(a),,1,pix,19
SUELI U.,feminino,6m8fj3xgtti9rnq41t2kdd3gmcune0,6204660001,43.0,62162.0,406.0,42,norte,solteiro(a),médio,3,pix,0
GABRIEL X.,feminino,sm4bnrsmt6aucf6rr1kwb0i7mxdak6,7009626223,42.0,61597.0,482.7,31,sul,solteiro(a),médio,1,boleto,0
NATALIA J.,feminino,hwzmgb943iffirdczid0p4osl27f6b,9597624587,42.0,48140.0,568.4,17,sudeste,solteiro(a),,0,boleto,0
ERICA B.,feminino,1ap8690kl3g62evt8rg77ckm84kfpl,1828811994,56.0,95833.0,718.3,41,sudeste,divorciado(a),fundamental,1,cartão de débito,13
MANOEL C.,feminino,xwhxucpcxb8u0oe7r87w2mefpa6uhn,,29.0,56567.0,494.6,79,sudeste,divorciado(a),fundamental,1,boleto,0
CRISTIANE O.,feminino,fc30vnr5thlbdq91mcsrq446zekxnf,9214679792,26.0,45708.0,357.5,20,sul,solteiro(a),pós-graduado,1,cartão de crédito,3
JAQUELINE H.,feminino,lkr1k0ueu7nfhaeu3qeim8gfxad30d,1382077868,30.0,54527.0,475.8,33,sul,solteiro(a),médio,1,pix,0
DANIELA I.,feminino,ekz1m10wdkev3n9tp6dtzso33q35wu,8929285982,36.0,39137.0,631.1,21,nordeste,casado(a),graduado,0,cartão de débito,1
ELIAS U.,feminino,tal3ejeqng722mux46ehq9iqogv3v2,9907770777,36.0,32272.0,379.7,26,norte,casado(a),,0,cartão de crédito,3
VITORIA A.,feminino,dbps9w01tc1ffsjckothxnro77gv4l,0087641563,39.0,70948.0,,22,sul,casado(a),fundamental,0,pix,8
MANOEL G.,feminino,p90616h7zsuw3n86i4ez1f5w3ll4cl,4440788168,51.0,48775.0,,29,nordeste,solteiro(a),outros,4,transferência,8
CLAUDIA I.,feminino,77tkjjkupddj06edjwu51lqfz3k937,,27.0,60517.0,569.9,52,sudeste,casado(a),fundamental,1,cartão de crédito,8
SONIA N.,feminino,dz02u003qw1qi78q300n4p06wrhp4x,,24.0,43694.0,302.8,42,centro-oeste,divorciado(a),fundamental,3,cartão de crédito,0
JAQUELINE D.,feminino,23u1stz0mjlnkw9bpixgbkc8cmdwlc,,45.0,59696.0,518.2,39,sudeste,solteiro(a),médio,0,boleto,0
TEREZA I.,feminino,xrkpntocgs4xss0q55n04p8dvt7kzr,3513625575,28.0,61106.0,508.7,20,sudeste,casado(a),fundamental,2,cartão de crédito,1
CLAUDIA T.,feminino,6brnphu89h0ec1anexb8dril5zxo4k,,25.0,61924.0,563.3,26,centro-oeste,casado(a),médio,2,cartão de crédito,12
MARIA N.,feminino,osrr1d8kzr1pgd1fkatprd9flutz5l,,36.0,48569.0,704.6,20,sudeste,solteiro(a),pós-graduado,1,cartão de crédito,6
DANIEL D.,feminino,hxv67pwk9r1ps8rwkilcw17g0omait,5147849497,36.0,43504.0,441.4,17,sudeste,solteiro(a),fundamental,1,pix,0
SUELI T.,feminino,lvicjmnv41bo9qnjoojtz0skq2j3vo,,43.0,66664.0,709.2,24,centro-oeste,casado(a),fundamental,3,cartão de crédito,0
ANTONIA U.,feminino,lgefzj22idsw4txgnxqr7olvgximod,,34.0,40140.0,624.2,20,nordeste,divorciado(a),outros,1,cartão de débito,9
APARECIDA L.,feminino,dra01mzue82zev2rpexd27bq3oixai,,36.0,67107.0,539.9,23,sudeste,divorciado(a),outros,2,cartão de crédito,3
VANESSA A.,feminino,0mkzpmw1o92l6wrl45p3hxhgmjkr47,7608486276,48.0,39454.0,462.6,49,sudeste,solteiro(a),fundamental,2,cartão de débito,6
CRISTIANE J.,feminino,2ls1gul84l40obepxe6xxgoxfmw52m,3889921616,23.0,57076.0,198.3,21,centro-oeste,casado(a),,5,cartão de débito,0
MARLENE S.,feminino,s354wmp9c2emlpzhhtmiass32gmtzw,9174894601,31.0,57604.0,523.3,48,sudeste,solteiro(a),médio,0,cartão de crédito,0
DANIELA N.,feminino,4iz2g5p147dlhc0tpppvrnz7qrg127,0739782487,26.0,50721.0,576.6,91,sudeste,solteiro(a),médio,1,pix,2
JULIANA U.,feminino,13z7aun5no5jffi44abhwz4uav73mt,4052968034,23.0,49410.0,512.3,24,centro-oeste,solteiro(a),fundamental,0,cartão de débito,4
LETICIA W.,feminino,k27v4b6s71hmdaisqlwdar5asqvf1r,,28.0,52666.0,237.9,47,sudeste,solteiro(a),médio,3,cartão de crédito,0
MARIA L.,feminino,jpm1pvsv84rah5vjvneu293mi9pozd,,42.0,52722.0,473.6,76,norte,casado(a),médio,1,pix,4
ROSA S.,feminino,zj2erja5dhm0uv16si2cs80fd10ofn,,38.0,25413.0,564.4,44,sudeste,divorciado(a),fundamental,1,cartão de débito,8
ELIAS K.,feminino,9htep4m2fu7dz9kdz4qvlxghmz8n37,0946133719,37.0,60687.0,389.7,27,sudeste,casado(a),graduado,0,boleto,3
AMANDA U.,feminino,5a31kuncjm6wkvglm1smditg1ea6x9,,23.0,46397.0,374.2,41,sudeste,viúvo(a),outros,0,cartão de débito,2
JULIA R.,feminino,emh587iv38jm6xtfi4qt4nmc7kiqho,1038544749,42.0,77667.0,705.7,35,nordeste,casado(a),pós-graduado,4,transferência,7
LARISSA P.,feminino,000ji8ud41uqxo0f7krwfmsw99zn2x,,65.0,96188.0,,85,nordeste,casado(a),fundamental,1,pix,6
VERA W.,feminino,1rmbsuj1w2ulcg2wnee9h4cp17upgz,8060490278,44.0,55982.0,733.3,45,sudeste,casado(a),pós-graduado,0,cartão de débito,12
MARIANA K.,feminino,vg9ok5fulw9frj0cuxkus8tw7qsbns,8621621706,36.0,41234.0,554.0,21,nordeste,solteiro(a),graduado,0,cartão de crédito,6
ADRIANA E.,feminino,awor1i074048pt9g5pctx0qwk96gdl,1382548206,35.0,40392.0,298.9,24,centro-oeste,casado(a),fundamental,2,boleto,13
SONIA W.,feminino,q0nexcbqf4tecf36r9tq0en4fvn62o,6159526051,24.0,38934.0,278.7,50,sudeste,divorciado(a),médio,2,cartão de débito,15
RITA U.,feminino,zhi2ki3qaw0n077eujj15uktu2drs2,5365622008,29.0,45812.0,476.1,18,sudeste,casado(a),fundamental,1,pix,7
AMANDA X.,feminino,19muh86p5jwthjbm315v43qool8nqx,1895710605,26.0,31700.0,260.8,25,nordeste,casado(a),fundamental,0,transferência,11
MARCIA Q.,feminino,pv6badanfmk0k0enbs6c6h0h62mbr3,4230032118,46.0,37880.0,401.4,42,sudeste,divorciado(a),médio,1,cartão de débito,0
LUIZ T.,feminino,r292nj1q6u83bramp6jffdsd3371l6,,30.0,59094.0,490.2,59,sudeste,casado(a),,2,cartão de débito,0
CAMILA S.,feminino,s6802ks510hkcsii4caj7xxjwn7tou,3488470212,28.0,48840.0,326.5,13,sudeste,divorciado(a),fundamental,4,cartão de débito,0
FRANCISCA R.,feminino,5j25qw0o5cwu2zk2385enn2w4h5dj8,3314533248,37.0,85394.0,388.3,55,nordeste,solteiro(a),médio,1,cartão de crédito,0
RITA X.,feminino,md17ree7rad1pu8g4qem2bkbdk0298,,32.0,64947.0,324.7,78,sudeste,solteiro(a),,0,cartão de débito,4
MARLENE Q.,feminino,xupabfjkis19hklrbhcsunbtnpmxoz,2953966815,32.0,60081.0,424.5,40,nordeste,solteiro(a),fundamental,0,cartão de débito,18
SANDRA A.,feminino,5sb8rd2t45qcud4x58ui25hnved2zz,,35.0,62273.0,436.0,48,nordeste,separado(a),graduado,1,pix,0
